,s_visi,s_cond,e_visi,e_cond
585,10.0,Clear,10.0,Clear
586,10.0,Clear,10.0,Clear
587,10.0,Partly Cloudy,10.0,Partly Cloudy
588,10.0,Clear,10.0,Clear
589,10.0,Clear,10.0,Clear
590,10.0,Partly Cloudy,10.0,Partly Cloudy
591,10.0,Clear,10.0,Clear
592,10.0,Clear,10.0,Clear
593,8.0,Light Rain,8.0,Light Rain
594,10.0,Clear,10.0,Clear
595,10.0,Clear,10.0,Clear
596,10.0,Mostly Cloudy,10.0,Mostly Cloudy
597,10.0,Scattered Clouds,10.0,Scattered Clouds
598,10.0,Scattered Clouds,10.0,Scattered Clouds
599,10.0,Overcast,10.0,Overcast
600,10.0,Overcast,10.0,Overcast
601,10.0,Overcast,10.0,Overcast
602,10.0,Clear,10.0,Clear
603,10.0,Clear,10.0,Overcast
604,10.0,Overcast,7.0,Light Rain
605,10.0,Overcast,10.0,Overcast
606,8.0,Clear,8.0,Clear
607,10.0,Overcast,10.0,Overcast
608,10.0,Clear,10.0,Clear
609,10.0,Clear,10.0,Clear
610,10.0,Clear,10.0,Clear
611,9.0,Light Rain,9.0,Light Rain
612,4.0,Light Rain,4.0,Light Rain
613,4.0,Light Rain,4.0,Light Rain
614,10.0,Overcast,10.0,Overcast
615,10.0,Clear,10.0,Clear
616,10.0,Mostly Cloudy,10.0,Mostly Cloudy
617,10.0,Overcast,10.0,Overcast
618,10.0,Clear,10.0,Clear
619,10.0,Clear,10.0,Clear
620,10.0,Scattered Clouds,10.0,Scattered Clouds
621,10.0,Clear,10.0,Clear
622,10.0,Clear,10.0,Clear
623,10.0,Partly Cloudy,10.0,Partly Cloudy
624,10.0,Mostly Cloudy,10.0,Mostly Cloudy
625,10.0,Overcast,10.0,Overcast
626,10.0,Clear,10.0,Clear
627,10.0,Overcast,10.0,Overcast
628,10.0,Clear,10.0,Clear
629,10.0,Clear,10.0,Clear
630,10.0,Clear,10.0,Clear
631,10.0,Overcast,10.0,Overcast
632,10.0,Clear,10.0,Clear
633,10.0,Clear,10.0,Clear
634,10.0,Partly Cloudy,10.0,Partly Cloudy
635,10.0,Mostly Cloudy,10.0,Overcast
636,10.0,Scattered Clouds,10.0,Scattered Clouds
637,10.0,Clear,10.0,Clear
638,4.0,Light Rain,4.0,Light Rain
639,10.0,Overcast,10.0,Overcast
640,10.0,Clear,10.0,Clear
641,10.0,Mostly Cloudy,10.0,Mostly Cloudy
642,5.0,Overcast,5.0,Overcast
643,9.0,Light Rain,9.0,Light Rain
644,10.0,Clear,10.0,Clear
645,10.0,Clear,10.0,Clear
646,10.0,Overcast,10.0,Overcast
647,10.0,Clear,10.0,Clear
648,10.0,Clear,10.0,Clear
649,10.0,Clear,10.0,Clear
650,10.0,Clear,10.0,Clear
651,2.0,Light Rain,2.0,Light Rain
652,10.0,Overcast,10.0,Overcast
653,10.0,Clear,10.0,Clear
654,10.0,Partly Cloudy,10.0,Partly Cloudy
655,10.0,Clear,10.0,Clear
656,10.0,Clear,10.0,Clear
657,10.0,Clear,10.0,Clear
658,10.0,Clear,10.0,Clear
659,10.0,Overcast,10.0,Overcast
660,10.0,Clear,10.0,Clear
661,10.0,Clear,10.0,Clear
662,10.0,Overcast,10.0,Overcast
663,10.0,Clear,10.0,Clear
664,10.0,Overcast,10.0,Overcast
665,10.0,Overcast,10.0,Overcast
666,10.0,Clear,10.0,Clear
667,10.0,Light Rain,10.0,Light Rain
668,10.0,Overcast,10.0,Overcast
669,10.0,Clear,10.0,Clear
670,10.0,Clear,10.0,Clear
671,10.0,Overcast,10.0,Overcast
672,10.0,Overcast,10.0,Overcast
673,10.0,Clear,10.0,Clear
674,10.0,Overcast,10.0,Overcast
675,10.0,Clear,10.0,Clear
676,10.0,Overcast,10.0,Overcast
677,10.0,Clear,10.0,Clear
678,10.0,Overcast,10.0,Overcast
679,10.0,Overcast,10.0,Overcast
680,10.0,Overcast,10.0,Overcast
681,10.0,Overcast,10.0,Overcast
682,10.0,Clear,10.0,Clear
683,4.0,Light Rain,4.0,Light Rain
684,10.0,Clear,10.0,Clear
685,10.0,Clear,10.0,Clear
686,10.0,Clear,10.0,Clear
687,10.0,Clear,10.0,Clear
688,10.0,Overcast,10.0,Overcast
689,9.0,Clear,9.0,Clear
690,10.0,Clear,10.0,Clear
691,10.0,Scattered Clouds,10.0,Scattered Clouds
692,10.0,Clear,10.0,Clear
693,7.0,Scattered Clouds,7.0,Partly Cloudy
694,10.0,Clear,10.0,Clear
695,10.0,Clear,10.0,Clear
696,10.0,Clear,10.0,Clear
697,10.0,Clear,10.0,Clear
698,10.0,Clear,10.0,Clear
699,10.0,Overcast,10.0,Overcast
700,8.0,Light Rain,10.0,Mostly Cloudy
701,10.0,Clear,10.0,Clear
702,10.0,Overcast,10.0,Overcast
703,10.0,Clear,10.0,Clear
704,10.0,Overcast,10.0,Overcast
705,10.0,Clear,10.0,Clear
706,10.0,Clear,10.0,Clear
707,10.0,Overcast,10.0,Overcast
708,7.0,Scattered Clouds,7.0,Scattered Clouds
709,10.0,Clear,10.0,Clear
710,10.0,Clear,10.0,Clear
711,10.0,Overcast,10.0,Overcast
712,10.0,Mostly Cloudy,10.0,Mostly Cloudy
713,10.0,Overcast,10.0,Overcast
714,10.0,Clear,10.0,Clear
715,9.0,Clear,8.0,Clear
716,1.5,Rain,1.5,Rain
717,10.0,Scattered Clouds,10.0,Scattered Clouds
718,10.0,Clear,10.0,Clear
719,10.0,Clear,10.0,Clear
720,10.0,Overcast,10.0,Overcast
721,10.0,Clear,10.0,Clear
722,10.0,Overcast,10.0,Overcast
723,10.0,Clear,10.0,Clear
724,10.0,Partly Cloudy,10.0,Partly Cloudy
725,10.0,Overcast,10.0,Overcast
726,10.0,Clear,10.0,Clear
727,10.0,Overcast,10.0,Overcast
728,10.0,Clear,10.0,Clear
729,10.0,Clear,10.0,Clear
730,10.0,Clear,10.0,Clear
731,10.0,Scattered Clouds,10.0,Scattered Clouds
732,8.0,Light Rain,8.0,Light Rain
733,10.0,Overcast,10.0,Overcast
734,10.0,Overcast,10.0,Overcast
735,10.0,Clear,10.0,Clear
736,10.0,Clear,10.0,Clear
737,6.0,Haze,6.0,Haze
738,10.0,Clear,10.0,Clear
739,10.0,Clear,10.0,Clear
740,6.0,Haze,6.0,Haze
741,10.0,Mostly Cloudy,10.0,Mostly Cloudy
742,10.0,Clear,10.0,Clear
743,10.0,Clear,10.0,Clear
744,10.0,Scattered Clouds,10.0,Clear
745,10.0,Clear,10.0,Clear
746,7.0,Light Rain,7.0,Light Rain
747,10.0,Overcast,10.0,Overcast
748,10.0,Overcast,10.0,Overcast
749,10.0,Clear,10.0,Clear
750,10.0,Overcast,10.0,Overcast
751,10.0,Clear,10.0,Clear
752,10.0,Scattered Clouds,10.0,Scattered Clouds
753,10.0,Mostly Cloudy,10.0,Mostly Cloudy
754,10.0,Clear,10.0,Clear
755,10.0,Overcast,10.0,Overcast
756,10.0,Clear,10.0,Clear
757,10.0,Clear,10.0,Clear
758,4.0,Light Rain,4.0,Light Rain
759,10.0,Overcast,10.0,Overcast
760,10.0,Clear,10.0,Clear
761,10.0,Overcast,10.0,Overcast
762,7.0,Overcast,7.0,Overcast
763,10.0,Overcast,10.0,Overcast
764,10.0,Clear,10.0,Clear
765,5.0,Haze,5.0,Haze
766,10.0,Clear,10.0,Clear
767,10.0,Overcast,10.0,Overcast
768,8.0,Light Rain,10.0,Overcast
769,10.0,Clear,10.0,Clear
770,10.0,Clear,10.0,Clear
771,10.0,Clear,10.0,Clear
772,10.0,Clear,10.0,Clear
773,10.0,Clear,10.0,Clear
774,10.0,Clear,10.0,Clear
775,10.0,Clear,10.0,Clear
776,10.0,Partly Cloudy,10.0,Partly Cloudy
777,10.0,Partly Cloudy,10.0,Partly Cloudy
778,10.0,Clear,10.0,Clear
779,10.0,Clear,10.0,Clear
780,10.0,Overcast,10.0,Overcast
781,9.0,Overcast,9.0,Overcast
782,10.0,Light Rain,10.0,Light Rain
783,10.0,Mostly Cloudy,10.0,Mostly Cloudy
784,10.0,Overcast,10.0,Overcast
785,10.0,Mostly Cloudy,10.0,Mostly Cloudy
786,4.0,Light Rain,4.0,Light Rain
787,10.0,Overcast,10.0,Overcast
788,10.0,Clear,10.0,Clear
789,10.0,Partly Cloudy,10.0,Partly Cloudy
790,10.0,Clear,10.0,Clear
791,10.0,Clear,10.0,Overcast
792,10.0,Clear,10.0,Clear
793,10.0,Mostly Cloudy,8.0,Light Rain
794,10.0,Clear,10.0,Clear
795,10.0,Clear,10.0,Clear
796,10.0,Clear,10.0,Clear
797,10.0,Overcast,10.0,Overcast
798,10.0,Overcast,10.0,Overcast
799,5.0,Haze,4.0,Haze
800,10.0,Overcast,10.0,Overcast
801,10.0,Overcast,10.0,Overcast
802,10.0,Clear,10.0,Clear
803,10.0,Mostly Cloudy,10.0,Mostly Cloudy
804,10.0,Overcast,8.0,Light Rain
805,5.0,Mostly Cloudy,5.0,Mostly Cloudy
806,10.0,Overcast,10.0,Overcast
807,10.0,Clear,10.0,Clear
808,10.0,Clear,10.0,Clear
809,10.0,Scattered Clouds,10.0,Scattered Clouds
810,10.0,Clear,10.0,Clear
811,10.0,Overcast,10.0,Overcast
812,10.0,Clear,10.0,Clear
813,10.0,Clear,10.0,Clear
814,10.0,Clear,10.0,Clear
815,10.0,Clear,10.0,Clear
816,10.0,Overcast,10.0,Overcast
817,10.0,Clear,10.0,Clear
818,10.0,Overcast,10.0,Overcast
819,10.0,Clear,10.0,Clear
820,10.0,Clear,10.0,Clear
821,10.0,Overcast,10.0,Overcast
822,5.0,Haze,5.0,Haze
823,10.0,Clear,10.0,Clear
824,10.0,Clear,10.0,Clear
825,10.0,Overcast,10.0,Overcast
826,10.0,Clear,10.0,Clear
827,4.0,Light Rain,4.0,Light Rain
828,10.0,Clear,10.0,Clear
829,8.0,Light Rain,8.0,Light Rain
830,10.0,Clear,10.0,Clear
831,10.0,Overcast,10.0,Overcast
832,10.0,Clear,10.0,Clear
833,10.0,Clear,10.0,Clear
834,10.0,Clear,10.0,Clear
835,10.0,Clear,10.0,Clear
836,10.0,Clear,10.0,Clear
837,10.0,Clear,10.0,Clear
838,10.0,Overcast,10.0,Overcast
839,10.0,Clear,10.0,Clear
840,10.0,Clear,10.0,Clear
841,10.0,Overcast,10.0,Overcast
842,10.0,Clear,10.0,Clear
843,5.0,Overcast,5.0,Overcast
844,9.0,Overcast,9.0,Overcast
845,10.0,Overcast,10.0,Overcast
846,10.0,Clear,10.0,Clear
847,10.0,Scattered Clouds,10.0,Scattered Clouds
848,10.0,Scattered Clouds,10.0,Scattered Clouds
849,10.0,Overcast,10.0,Overcast
850,10.0,Clear,10.0,Clear
851,10.0,Overcast,10.0,Overcast
852,5.0,Overcast,5.0,Overcast
853,10.0,Clear,10.0,Clear
854,10.0,Partly Cloudy,10.0,Partly Cloudy
855,10.0,Overcast,10.0,Overcast
856,10.0,Clear,10.0,Clear
857,10.0,Clear,10.0,Clear
858,10.0,Clear,10.0,Clear
859,10.0,Scattered Clouds,10.0,Clear
860,10.0,Mostly Cloudy,10.0,Mostly Cloudy
861,10.0,Partly Cloudy,10.0,Partly Cloudy
862,10.0,Overcast,10.0,Overcast
863,10.0,Light Rain,10.0,Light Rain
864,10.0,Clear,10.0,Clear
865,10.0,Clear,10.0,Clear
866,10.0,Clear,10.0,Clear
867,10.0,Clear,10.0,Clear
868,9.0,Light Rain,9.0,Light Rain
869,10.0,Overcast,10.0,Overcast
870,10.0,Overcast,10.0,Overcast
871,10.0,Clear,10.0,Clear
872,10.0,Clear,10.0,Clear
873,10.0,Overcast,10.0,Overcast
874,10.0,Clear,10.0,Clear
875,10.0,Clear,10.0,Clear
876,10.0,Overcast,10.0,Overcast
877,10.0,Overcast,10.0,Overcast
878,10.0,Overcast,10.0,Overcast
879,10.0,Clear,10.0,Clear
880,9.0,Overcast,9.0,Overcast
881,10.0,Clear,10.0,Clear
882,10.0,Clear,10.0,Clear
883,10.0,Clear,10.0,Clear
884,10.0,Overcast,10.0,Overcast
885,10.0,Clear,10.0,Clear
886,10.0,Overcast,10.0,Overcast
887,10.0,Clear,10.0,Partly Cloudy
888,10.0,Clear,10.0,Clear
889,10.0,Mostly Cloudy,10.0,Mostly Cloudy
890,10.0,Clear,10.0,Clear
891,10.0,Clear,10.0,Clear
892,10.0,Clear,10.0,Clear
893,10.0,Clear,10.0,Clear
894,10.0,Clear,10.0,Clear
895,10.0,Clear,10.0,Clear
896,10.0,Clear,10.0,Clear
897,10.0,Clear,10.0,Clear
898,10.0,Clear,10.0,Clear
899,10.0,Clear,10.0,Clear
900,10.0,Clear,10.0,Clear
901,10.0,Overcast,10.0,Overcast
902,10.0,Overcast,10.0,Overcast
903,10.0,Partly Cloudy,10.0,Partly Cloudy
904,10.0,Scattered Clouds,10.0,Scattered Clouds
905,10.0,Partly Cloudy,10.0,Partly Cloudy
906,10.0,Clear,10.0,Clear
907,10.0,Clear,10.0,Clear
908,10.0,Clear,10.0,Clear
909,10.0,Clear,10.0,Clear
910,10.0,Partly Cloudy,10.0,Partly Cloudy
911,6.0,Light Rain,6.0,Light Rain
912,10.0,Clear,10.0,Clear
913,10.0,Clear,10.0,Clear
914,10.0,Scattered Clouds,10.0,Clear
915,4.0,Light Rain,4.0,Light Rain
916,10.0,Clear,10.0,Clear
917,10.0,Clear,10.0,Clear
918,10.0,Clear,10.0,Clear
919,10.0,Clear,10.0,Clear
920,10.0,Overcast,10.0,Overcast
921,10.0,Clear,10.0,Clear
922,10.0,Partly Cloudy,10.0,Scattered Clouds
923,10.0,Clear,10.0,Clear
924,10.0,Clear,10.0,Clear
925,10.0,Clear,10.0,Partly Cloudy
926,10.0,Overcast,10.0,Overcast
927,10.0,Clear,10.0,Clear
928,10.0,Clear,10.0,Clear
929,10.0,Clear,10.0,Clear
930,10.0,Clear,10.0,Clear
931,10.0,Overcast,10.0,Overcast
932,10.0,Clear,10.0,Clear
933,10.0,Clear,10.0,Clear
934,10.0,Partly Cloudy,10.0,Partly Cloudy
935,10.0,Clear,10.0,Clear
936,10.0,Clear,10.0,Clear
937,10.0,Mostly Cloudy,10.0,Mostly Cloudy
938,10.0,Clear,10.0,Clear
939,10.0,Overcast,10.0,Overcast
940,10.0,Mostly Cloudy,10.0,Mostly Cloudy
941,10.0,Clear,10.0,Clear
942,10.0,Overcast,10.0,Overcast
943,10.0,Clear,10.0,Overcast
944,10.0,Clear,10.0,Clear
945,10.0,Overcast,10.0,Overcast
946,10.0,Clear,9.0,Clear
947,10.0,Clear,10.0,Clear
948,10.0,Clear,10.0,Clear
949,9.0,Clear,9.0,Clear
950,10.0,Clear,10.0,Clear
951,10.0,Overcast,10.0,Overcast
952,10.0,Clear,10.0,Clear
953,10.0,Mostly Cloudy,10.0,Mostly Cloudy
954,10.0,Mostly Cloudy,10.0,Mostly Cloudy
955,10.0,Clear,10.0,Clear
956,10.0,Clear,10.0,Clear
957,10.0,Mostly Cloudy,10.0,Partly Cloudy
958,4.0,Light Rain,4.0,Light Rain
959,10.0,Overcast,10.0,Overcast
960,10.0,Partly Cloudy,10.0,Clear
961,10.0,Clear,10.0,Clear
962,10.0,Clear,10.0,Clear
963,10.0,Partly Cloudy,10.0,Partly Cloudy
964,10.0,Overcast,10.0,Overcast
965,10.0,Partly Cloudy,10.0,Partly Cloudy
966,10.0,Clear,10.0,Clear
967,10.0,Partly Cloudy,10.0,Partly Cloudy
968,10.0,Clear,10.0,Clear
969,10.0,Clear,10.0,Clear
970,10.0,Overcast,10.0,Overcast
971,10.0,Clear,10.0,Clear
972,10.0,Clear,10.0,Clear
973,10.0,Clear,10.0,Clear
974,10.0,Clear,10.0,Clear
975,10.0,Clear,10.0,Clear
976,8.0,Light Rain,8.0,Light Rain
977,10.0,Overcast,10.0,Overcast
978,10.0,Overcast,10.0,Overcast
979,10.0,Clear,10.0,Clear
980,10.0,Clear,10.0,Clear
981,10.0,Clear,10.0,Clear
982,10.0,Mostly Cloudy,10.0,Mostly Cloudy
983,10.0,Overcast,10.0,Overcast
984,10.0,Clear,10.0,Clear
985,10.0,Clear,10.0,Clear
986,10.0,Clear,10.0,Clear
987,9.0,Clear,9.0,Clear
988,10.0,Clear,10.0,Clear
989,10.0,Clear,10.0,Clear
990,10.0,Clear,10.0,Clear
991,10.0,Overcast,10.0,Overcast
992,10.0,Clear,10.0,Clear
993,10.0,Clear,10.0,Clear
994,10.0,Clear,10.0,Clear
995,10.0,Clear,10.0,Clear
996,2.0,Light Rain,2.0,Light Rain
997,10.0,Clear,10.0,Clear
998,10.0,Clear,10.0,Clear
999,10.0,Clear,10.0,Clear
1000,10.0,Clear,10.0,Clear
1001,10.0,Partly Cloudy,10.0,Partly Cloudy
1002,10.0,Mostly Cloudy,10.0,Overcast
1003,10.0,Overcast,10.0,Overcast
1004,2.0,Light Rain,2.0,Light Rain
1005,6.0,Haze,6.0,Haze
1006,8.0,Partly Cloudy,8.0,Partly Cloudy
1007,10.0,Partly Cloudy,10.0,Partly Cloudy
1008,10.0,Clear,10.0,Clear
1009,10.0,Overcast,10.0,Overcast
1010,10.0,Overcast,10.0,Overcast
1011,10.0,Clear,10.0,Clear
1012,10.0,Clear,10.0,Partly Cloudy
1013,8.0,Clear,8.0,Clear
1014,7.0,Clear,7.0,Clear
1015,10.0,Clear,10.0,Clear
1016,10.0,Clear,10.0,Clear
1017,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1018,9.0,Clear,9.0,Clear
1019,10.0,Overcast,10.0,Overcast
1020,10.0,Overcast,10.0,Overcast
1021,8.0,Scattered Clouds,8.0,Scattered Clouds
1022,8.0,Clear,8.0,Clear
1023,10.0,Clear,10.0,Clear
1024,8.0,Light Rain,8.0,Light Rain
1025,10.0,Clear,10.0,Clear
1026,5.0,Overcast,5.0,Overcast
1027,10.0,Overcast,10.0,Overcast
1028,10.0,Clear,10.0,Clear
1029,10.0,Overcast,10.0,Overcast
1030,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1031,10.0,Scattered Clouds,10.0,Scattered Clouds
1032,10.0,Clear,10.0,Clear
1033,10.0,Overcast,10.0,Overcast
1034,7.0,Clear,7.0,Clear
1035,10.0,Overcast,10.0,Overcast
1036,10.0,Clear,10.0,Clear
1037,10.0,Overcast,10.0,Overcast
1038,10.0,Clear,10.0,Clear
1039,10.0,Clear,10.0,Clear
1040,4.0,Overcast,4.0,Overcast
1041,8.0,Clear,8.0,Clear
1042,7.0,Clear,7.0,Clear
1043,10.0,Clear,10.0,Clear
1044,4.0,Light Rain,4.0,Light Rain
1045,8.0,Mostly Cloudy,8.0,Mostly Cloudy
1046,10.0,Overcast,10.0,Overcast
1047,10.0,Overcast,10.0,Overcast
1048,10.0,Partly Cloudy,10.0,Clear
1049,10.0,Clear,10.0,Clear
1050,6.0,Light Rain,10.0,Overcast
1051,10.0,Overcast,10.0,Overcast
1052,10.0,Overcast,10.0,Overcast
1053,10.0,Clear,10.0,Clear
1054,10.0,Partly Cloudy,10.0,Partly Cloudy
1055,10.0,Overcast,10.0,Overcast
1056,10.0,Clear,10.0,Clear
1057,10.0,Partly Cloudy,10.0,Partly Cloudy
1058,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1059,10.0,Overcast,10.0,Overcast
1060,10.0,Clear,10.0,Clear
1061,10.0,Partly Cloudy,10.0,Partly Cloudy
1062,10.0,Clear,10.0,Clear
1063,10.0,Clear,10.0,Clear
1064,10.0,Clear,10.0,Clear
1065,10.0,Clear,8.0,Clear
1066,10.0,Overcast,10.0,Overcast
1067,9.0,Clear,9.0,Clear
1068,10.0,Clear,10.0,Clear
1069,10.0,Clear,10.0,Clear
1070,8.0,Mostly Cloudy,8.0,Mostly Cloudy
1071,7.0,Clear,6.0,Haze
1072,10.0,Partly Cloudy,10.0,Partly Cloudy
1073,10.0,Overcast,10.0,Overcast
1074,10.0,Clear,10.0,Clear
1075,9.0,Overcast,9.0,Overcast
1076,10.0,Overcast,10.0,Overcast
1077,7.0,Clear,7.0,Clear
1078,9.0,Mostly Cloudy,9.0,Mostly Cloudy
1079,10.0,Partly Cloudy,10.0,Partly Cloudy
1080,10.0,Clear,10.0,Clear
1081,5.0,Overcast,8.0,Overcast
1082,10.0,Clear,10.0,Clear
1083,7.0,Clear,8.0,Clear
1084,9.0,Clear,9.0,Clear
1085,6.0,Haze,6.0,Haze
1086,10.0,Clear,10.0,Clear
1087,8.0,Partly Cloudy,8.0,Partly Cloudy
1088,7.0,Clear,7.0,Clear
1089,10.0,Clear,10.0,Clear
1090,10.0,Clear,10.0,Clear
1091,10.0,Partly Cloudy,10.0,Partly Cloudy
1092,10.0,Overcast,10.0,Overcast
1093,10.0,Clear,10.0,Clear
1094,10.0,Clear,10.0,Clear
1095,8.0,Overcast,7.0,Overcast
1096,10.0,Clear,10.0,Clear
1097,10.0,Clear,10.0,Clear
1098,10.0,Clear,10.0,Clear
1099,2.0,Overcast,1.5,Overcast
1100,10.0,Clear,10.0,Clear
1101,10.0,Clear,10.0,Clear
1102,10.0,Scattered Clouds,10.0,Scattered Clouds
1103,10.0,Overcast,10.0,Overcast
1104,10.0,Clear,10.0,Clear
1105,5.0,Light Rain,5.0,Light Rain
1106,10.0,Overcast,10.0,Overcast
1107,8.0,Mostly Cloudy,8.0,Mostly Cloudy
1108,10.0,Overcast,10.0,Overcast
1109,6.0,Haze,6.0,Haze
1110,8.0,Clear,8.0,Clear
1111,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1112,10.0,Partly Cloudy,10.0,Overcast
1113,9.0,Overcast,9.0,Overcast
1114,5.0,Overcast,5.0,Overcast
1115,10.0,Overcast,10.0,Overcast
1116,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1117,5.0,Light Rain,5.0,Light Rain
1118,10.0,Overcast,10.0,Overcast
1119,10.0,Clear,10.0,Clear
1120,8.0,Overcast,8.0,Overcast
1121,10.0,Overcast,10.0,Overcast
1122,7.0,Mostly Cloudy,8.0,Mostly Cloudy
1123,10.0,Scattered Clouds,10.0,Scattered Clouds
1124,10.0,Clear,10.0,Clear
1125,10.0,Clear,10.0,Clear
1126,10.0,Clear,10.0,Clear
1127,6.0,Haze,6.0,Haze
1128,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1129,10.0,Clear,10.0,Clear
1130,10.0,Clear,10.0,Clear
1131,9.0,Clear,9.0,Clear
1132,6.0,Haze,6.0,Haze
1133,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1134,3.0,Overcast,3.0,Overcast
1135,9.0,Clear,8.0,Clear
1136,4.0,Light Rain,4.0,Light Rain
1137,10.0,Clear,10.0,Clear
1138,10.0,Overcast,10.0,Overcast
1139,10.0,Clear,10.0,Clear
1140,10.0,Clear,10.0,Clear
1141,5.0,Light Rain,5.0,Light Rain
1142,7.0,Mostly Cloudy,7.0,Mostly Cloudy
1143,8.0,Clear,8.0,Clear
1144,6.0,Haze,6.0,Haze
1145,2.0,Light Rain,1.5,Light Rain
1146,8.0,Clear,8.0,Clear
1147,10.0,Clear,10.0,Clear
1148,7.0,Clear,7.0,Clear
1149,3.0,Light Rain,5.0,Light Rain
1150,7.0,Overcast,7.0,Overcast
1151,8.0,Clear,8.0,Clear
1152,7.0,Overcast,7.0,Overcast
1153,10.0,Clear,10.0,Clear
1154,9.0,Partly Cloudy,9.0,Partly Cloudy
1155,10.0,Clear,10.0,Clear
1156,8.0,Clear,8.0,Clear
1157,8.0,Partly Cloudy,8.0,Clear
1158,10.0,Clear,10.0,Clear
1159,2.5,Rain,2.5,Rain
1160,9.0,Overcast,3.0,Overcast
1161,10.0,Clear,10.0,Clear
1162,7.0,Clear,7.0,Clear
1163,5.0,Overcast,5.0,Overcast
1164,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1165,10.0,Clear,10.0,Clear
1166,10.0,Clear,10.0,Clear
1167,10.0,Overcast,10.0,Overcast
1168,10.0,Clear,10.0,Clear
1169,6.0,Haze,6.0,Haze
1170,10.0,Overcast,10.0,Overcast
1171,10.0,Clear,10.0,Clear
1172,10.0,Mostly Cloudy,10.0,Partly Cloudy
1173,10.0,Clear,10.0,Clear
1174,10.0,Overcast,10.0,Overcast
1175,10.0,Clear,10.0,Clear
1176,2.0,Light Rain,2.0,Light Rain
1177,7.0,Mostly Cloudy,7.0,Mostly Cloudy
1178,10.0,Overcast,10.0,Overcast
1179,8.0,Overcast,8.0,Overcast
1180,10.0,Overcast,10.0,Overcast
1181,10.0,Clear,10.0,Clear
1182,10.0,Clear,10.0,Clear
1183,10.0,Clear,10.0,Clear
1184,10.0,Clear,10.0,Clear
1185,7.0,Overcast,7.0,Overcast
1186,10.0,Partly Cloudy,10.0,Partly Cloudy
1187,10.0,Overcast,10.0,Overcast
1188,10.0,Overcast,10.0,Overcast
1189,10.0,Overcast,10.0,Overcast
1190,9.0,Clear,9.0,Clear
1191,10.0,Clear,10.0,Clear
1192,8.0,Partly Cloudy,8.0,Partly Cloudy
1193,6.0,Light Rain,10.0,Overcast
1194,9.0,Clear,9.0,Clear
1195,10.0,Clear,10.0,Clear
1196,10.0,Overcast,10.0,Overcast
1197,10.0,Clear,10.0,Clear
1198,10.0,Clear,10.0,Clear
1199,10.0,Clear,10.0,Overcast
1200,8.0,Clear,8.0,Clear
1201,10.0,Overcast,10.0,Overcast
1202,5.0,Overcast,5.0,Overcast
1203,9.0,Overcast,9.0,Overcast
1204,10.0,Overcast,10.0,Overcast
1205,10.0,Overcast,10.0,Overcast
1206,10.0,Overcast,10.0,Overcast
1207,10.0,Clear,10.0,Clear
1208,10.0,Overcast,10.0,Overcast
1209,8.0,Overcast,9.0,Overcast
1210,10.0,Clear,10.0,Clear
1211,10.0,Clear,10.0,Clear
1212,10.0,Overcast,10.0,Mostly Cloudy
1213,8.0,Clear,8.0,Clear
1214,10.0,Clear,10.0,Clear
1215,6.0,Haze,6.0,Haze
1216,10.0,Clear,10.0,Clear
1217,10.0,Clear,10.0,Clear
1218,10.0,Clear,10.0,Clear
1219,7.0,Overcast,7.0,Overcast
1220,9.0,Clear,8.0,Clear
1221,10.0,Clear,10.0,Clear
1222,10.0,Clear,10.0,Clear
1223,7.0,Clear,7.0,Clear
1224,10.0,Clear,10.0,Clear
1225,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1226,6.0,Overcast,6.0,Overcast
1227,9.0,Mostly Cloudy,9.0,Mostly Cloudy
1228,10.0,Clear,10.0,Clear
1229,10.0,Clear,10.0,Clear
1230,10.0,Clear,10.0,Clear
1231,10.0,Clear,10.0,Clear
1232,10.0,Overcast,10.0,Overcast
1233,10.0,Overcast,10.0,Overcast
1234,10.0,Overcast,10.0,Overcast
1235,10.0,Clear,10.0,Clear
1236,7.0,Clear,7.0,Clear
1237,10.0,Clear,10.0,Clear
1238,7.0,Overcast,7.0,Overcast
1239,10.0,Clear,10.0,Clear
1240,10.0,Overcast,10.0,Overcast
1241,10.0,Partly Cloudy,10.0,Partly Cloudy
1242,10.0,Clear,10.0,Clear
1243,2.0,Light Rain,2.0,Light Rain
1244,10.0,Partly Cloudy,10.0,Partly Cloudy
1245,10.0,Partly Cloudy,10.0,Partly Cloudy
1246,5.0,Light Rain,5.0,Light Rain
1247,10.0,Overcast,10.0,Overcast
1248,8.0,Mostly Cloudy,8.0,Mostly Cloudy
1249,10.0,Clear,10.0,Clear
1250,8.0,Scattered Clouds,8.0,Clear
1251,10.0,Overcast,10.0,Overcast
1252,8.0,Overcast,8.0,Overcast
1253,10.0,Clear,10.0,Clear
1254,4.0,Overcast,4.0,Overcast
1255,7.0,Clear,8.0,Clear
1256,10.0,Partly Cloudy,10.0,Partly Cloudy
1257,8.0,Partly Cloudy,8.0,Partly Cloudy
